creation_time,order_id,product_ids
24/08/22 19:56,49,"[22, 47, 54]"
24/08/22 20:04,50,[70]
24/08/22 20:06,51,"[6, 32]"
24/08/22 20:08,53,"[70, 42, 62, 69]"
24/08/22 20:08,54,[76]
24/08/22 20:14,55,"[40, 47, 52]"
24/08/22 20:16,56,"[24, 30]"
24/08/22 20:23,57,[38]
24/08/22 20:25,58,"[35, 25, 85]"
24/08/22 20:27,59,"[20, 67, 71]"
24/08/22 20:30,60,[10]
24/08/22 20:30,61,"[74, 15, 22, 63]"
24/08/22 20:32,62,"[50, 44, 81, 28]"
24/08/22 20:34,63,"[53, 18]"
24/08/22 20:41,65,"[23, 7, 1, 9]"
24/08/22 20:47,66,"[8, 46, 60]"
24/08/22 20:55,67,"[74, 9, 4]"
24/08/22 20:58,68,"[59, 78, 78]"
24/08/22 20:58,69,"[77, 29, 71, 55, 57]"
24/08/22 20:59,70,"[82, 42, 26, 80]"
24/08/22 21:00,71,"[71, 10, 33, 62]"
24/08/22 21:01,72,"[2, 1, 47]"
24/08/22 21:06,73,"[68, 56, 50]"
24/08/22 21:07,74,"[14, 40, 71, 35, 46]"
24/08/22 21:09,75,"[31, 63]"
24/08/22 21:11,76,"[2, 50, 21, 46, 49, 10]"
24/08/22 21:15,77,"[76, 62]"
24/08/22 21:16,78,"[32, 84, 70, 56]"
24/08/22 21:25,80,"[57, 74, 46, 7]"
24/08/22 21:26,81,"[79, 14, 2, 60]"
24/08/22 21:26,82,"[24, 56, 77, 20, 85]"
24/08/22 21:28,83,"[74, 71, 75, 15, 1]"
24/08/22 21:29,84,"[32, 42, 47]"
24/08/22 21:30,85,"[65, 76, 58, 28]"
24/08/22 21:33,86,"[9, 54, 20, 24, 16]"
24/08/22 21:36,87,"[81, 76, 37, 84]"
24/08/22 21:36,88,"[26, 71, 26]"
24/08/22 21:36,89,"[82, 20, 16]"
24/08/22 21:48,91,"[28, 26, 20, 35, 5, 83]"
24/08/22 21:50,92,"[3, 52, 82]"
24/08/22 21:51,93,"[37, 59, 25, 18, 35, 50]"
24/08/22 21:51,94,"[46, 72, 22, 61, 47]"
24/08/22 21:51,95,"[82, 5, 20, 3]"
24/08/22 21:52,96,[34]
24/08/22 21:52,97,"[76, 24, 25, 77, 76]"
24/08/22 21:53,98,"[20, 78, 67, 26, 30]"
24/08/22 21:54,99,[28]
24/08/22 21:55,100,"[22, 21, 52, 85]"
24/08/22 21:57,101,"[58, 76, 80]"
24/08/22 22:00,102,"[52, 22, 5, 28]"
24/08/22 22:00,103,"[28, 2, 79, 33]"
24/08/22 22:01,104,"[40, 33, 72, 70]"
24/08/22 22:03,105,"[66, 7, 20]"
24/08/22 22:03,106,"[25, 7]"
24/08/22 22:04,107,"[24, 28, 16, 82]"
24/08/22 22:05,108,"[26, 22, 20, 57, 13]"
24/08/22 22:09,109,"[7, 51]"
24/08/22 22:12,110,"[43, 74]"
24/08/22 22:18,111,"[47, 44, 46]"
24/08/22 22:30,112,"[23, 40, 34]"
24/08/22 22:31,113,"[53, 40, 25, 9, 1]"
24/08/22 22:32,114,"[80, 50]"
24/08/22 22:36,115,"[28, 22, 77]"
24/08/22 22:37,116,"[70, 29, 53, 5]"
24/08/22 22:43,117,"[38, 26, 12]"
24/08/22 22:52,118,"[15, 46, 47]"
24/08/22 22:53,119,"[33, 68, 1, 19]"
24/08/22 22:53,120,"[4, 50]"
24/08/22 22:54,121,"[35, 16]"
24/08/22 22:57,122,"[56, 67, 82]"
24/08/22 22:59,123,"[63, 34, 30, 3]"
24/08/22 23:02,124,"[60, 5]"
24/08/22 23:07,125,"[1, 67]"
24/08/22 23:11,126,"[20, 83, 24, 64, 77]"
24/08/22 23:12,127,"[14, 40]"
24/08/22 23:15,128,"[30, 22, 20, 20]"
24/08/22 23:15,129,"[27, 52, 84]"
24/08/22 23:17,130,"[2, 84, 25, 56]"
24/08/22 23:18,131,"[15, 14, 22, 9]"
24/08/22 23:19,132,"[39, 28]"
24/08/22 23:21,133,"[17, 10, 65]"
24/08/22 23:26,134,"[82, 84, 62]"
24/08/22 23:31,135,"[35, 37]"
24/08/22 23:33,136,[24]
24/08/22 23:33,137,[61]
24/08/22 23:39,138,"[67, 70, 1, 80]"
24/08/22 23:39,139,"[64, 32]"
24/08/22 23:40,140,"[72, 76, 26]"
24/08/22 23:43,141,"[62, 29, 62, 22, 3, 8]"
24/08/22 23:45,142,"[60, 71, 33, 61, 52]"
24/08/22 23:49,144,"[26, 71]"
24/08/22 23:55,145,"[44, 48, 65]"
24/08/22 23:58,146,"[62, 31]"
25/08/22 00:01,147,"[71, 2, 17]"
25/08/22 00:02,148,"[34, 8, 53]"
25/08/22 00:04,149,"[71, 35, 52]"
25/08/22 00:07,150,"[64, 84, 45, 72]"
25/08/22 00:07,151,"[23, 61, 58, 7]"
25/08/22 00:08,152,"[62, 22, 50, 20]"
25/08/22 00:09,153,"[21, 45]"
25/08/22 00:12,154,"[47, 70, 82, 84]"
25/08/22 00:14,155,"[80, 45, 30, 64]"
25/08/22 00:15,157,"[55, 4, 79]"
25/08/22 00:16,158,"[40, 70, 75, 15, 1, 80]"
25/08/22 00:17,159,"[71, 56, 72]"
25/08/22 00:18,160,"[75, 69, 76]"
25/08/22 00:22,161,"[63, 60, 24, 31]"
25/08/22 00:24,162,"[60, 84, 30, 38]"
25/08/22 00:24,163,[77]
25/08/22 00:25,164,"[31, 77, 40, 49]"
25/08/22 00:25,165,"[15, 26, 3, 70]"
25/08/22 00:25,166,"[57, 10, 72, 39, 83, 54]"
25/08/22 00:25,167,"[17, 1, 52, 6]"
25/08/22 00:26,168,"[54, 26]"
25/08/22 00:26,169,"[57, 76]"
25/08/22 00:26,170,"[13, 59, 44]"
25/08/22 00:26,171,"[25, 83, 56, 62]"
25/08/22 00:27,172,"[65, 47]"
25/08/22 00:28,173,"[34, 67, 1]"
25/08/22 00:29,174,"[87, 20, 71]"
25/08/22 00:31,175,"[37, 63, 2, 34, 41, 40]"
25/08/22 00:32,176,"[75, 74, 38, 17, 16, 36]"
25/08/22 00:32,177,"[59, 14, 52, 22]"
25/08/22 00:35,178,"[70, 52, 62]"
25/08/22 00:36,179,"[22, 71]"
25/08/22 00:38,180,"[65, 70, 14, 52, 66, 77]"
25/08/22 00:41,181,"[76, 8, 44, 60, 6]"
25/08/22 00:42,182,"[54, 5, 14, 31, 13]"
25/08/22 00:45,184,"[25, 34, 6, 47]"
25/08/22 00:46,185,"[1, 41]"
25/08/22 00:48,186,"[5, 77, 57, 64, 42]"
25/08/22 00:48,187,"[13, 34, 53, 50]"
25/08/22 00:49,188,"[32, 50, 56, 87, 63, 76]"
25/08/22 00:51,189,"[67, 7, 75]"
25/08/22 00:54,191,"[77, 76, 54, 52]"
25/08/22 00:54,192,"[2, 40, 45]"
25/08/22 00:55,193,"[3, 32, 67, 6]"
25/08/22 00:57,194,"[47, 7, 20, 9, 76]"
25/08/22 00:57,195,"[85, 28, 50]"
25/08/22 01:01,196,"[46, 30, 37]"
25/08/22 01:01,197,"[74, 62, 86]"
25/08/22 01:05,198,"[24, 29, 47, 67, 39, 38]"
25/08/22 01:08,199,"[38, 39, 70, 87, 38, 5, 28, 21]"
25/08/22 01:09,200,"[83, 60, 10, 43]"
25/08/22 01:09,201,"[46, 3, 39, 26]"
25/08/22 01:11,202,"[47, 31, 85, 1, 7, 34]"
25/08/22 01:13,203,"[49, 26]"
25/08/22 01:14,204,[9]
25/08/22 01:17,205,"[21, 17, 81, 69]"
25/08/22 01:18,206,"[83, 18, 32, 39]"
25/08/22 01:18,207,"[25, 15]"
25/08/22 01:20,208,"[78, 39, 30]"
25/08/22 01:22,209,"[7, 70, 15]"
25/08/22 01:24,210,"[27, 20, 72]"
25/08/22 01:24,211,"[19, 26]"
25/08/22 01:25,212,"[25, 32]"
25/08/22 01:26,213,"[14, 13, 66, 45]"
25/08/22 01:27,214,"[46, 44]"
25/08/22 01:28,215,"[37, 6, 67, 54]"
25/08/22 01:32,216,"[67, 55, 3, 18, 1]"
25/08/22 01:33,217,"[80, 54, 8, 22]"
25/08/22 01:34,218,"[5, 44, 40]"
25/08/22 01:40,219,"[3, 46, 3]"
25/08/22 01:41,220,"[53, 18, 62]"
25/08/22 01:43,221,"[1, 44, 1]"
25/08/22 01:44,222,"[75, 20, 77]"
25/08/22 01:45,223,"[62, 17, 83, 49]"
25/08/22 01:47,224,"[17, 10, 62]"
25/08/22 01:47,225,"[77, 70]"
25/08/22 01:50,226,"[6, 47, 31, 40]"
25/08/22 01:50,227,"[55, 47, 71, 46]"
25/08/22 01:51,228,[56]
25/08/22 01:52,229,"[22, 46, 67, 64]"
25/08/22 01:53,230,"[58, 44]"
25/08/22 01:54,231,"[57, 60, 6]"
25/08/22 01:54,232,"[72, 15, 77]"
25/08/22 01:55,233,"[62, 50, 80, 66, 6]"
25/08/22 01:55,234,"[74, 47]"
25/08/22 01:56,235,"[40, 31, 28, 21, 32]"
25/08/22 01:59,236,"[63, 31, 71]"
25/08/22 02:00,237,"[28, 69]"
25/08/22 02:02,238,"[19, 3, 57]"
25/08/22 02:02,239,"[62, 31]"
25/08/22 02:06,240,"[15, 71, 84, 20]"
25/08/22 02:12,241,"[50, 15, 25]"
25/08/22 02:14,242,"[74, 41, 71]"
25/08/22 02:15,243,"[56, 70]"
25/08/22 02:15,244,"[47, 28]"
25/08/22 02:21,245,"[35, 22, 24]"
25/08/22 02:25,246,"[69, 20]"
25/08/22 02:29,247,"[17, 57, 14]"
25/08/22 02:31,248,"[30, 26, 84, 1, 39]"
25/08/22 02:32,249,"[78, 10, 6]"
25/08/22 02:38,250,"[20, 41]"
25/08/22 02:38,251,"[62, 28, 78, 84]"
25/08/22 02:40,252,"[84, 65, 36, 34]"
25/08/22 02:40,253,"[55, 39, 76, 3]"
25/08/22 02:42,254,"[47, 83]"
25/08/22 02:43,255,"[50, 46, 62]"
25/08/22 02:46,256,"[46, 81, 32]"
25/08/22 02:47,257,"[42, 78, 34]"
25/08/22 02:50,258,"[76, 70]"
25/08/22 02:50,259,"[58, 70]"
25/08/22 02:51,260,"[71, 47]"
25/08/22 02:51,261,"[25, 3, 8, 50]"
25/08/22 02:54,262,"[49, 47]"
25/08/22 02:54,263,"[26, 65, 84]"
25/08/22 02:55,264,"[9, 4, 12]"
25/08/22 02:56,265,[20]
25/08/22 02:57,266,"[84, 32]"
25/08/22 03:00,267,"[37, 65]"
25/08/22 03:02,268,"[71, 5, 77, 50]"
25/08/22 03:07,269,"[74, 40]"
25/08/22 03:11,270,"[34, 69, 30, 52]"
25/08/22 03:14,271,"[50, 3, 71]"
25/08/22 03:16,272,"[70, 27, 52, 81]"
25/08/22 03:17,273,"[6, 41, 31, 50]"
25/08/22 03:23,274,"[34, 33]"
25/08/22 03:26,275,"[70, 58, 13]"
25/08/22 03:32,276,"[5, 54, 37, 80]"
25/08/22 03:34,277,"[2, 63, 14, 74]"
25/08/22 03:37,278,"[74, 20, 65, 35]"
25/08/22 03:39,279,[76]
25/08/22 03:40,280,"[40, 72, 67, 33, 21]"
25/08/22 03:44,281,"[5, 15, 60, 84, 74]"
25/08/22 03:46,282,"[3, 51]"
25/08/22 03:48,283,"[15, 83, 77]"
25/08/22 03:48,284,"[8, 63, 84, 63, 75]"
25/08/22 03:50,285,"[5, 74, 53]"
25/08/22 03:53,286,"[17, 14, 46]"
25/08/22 03:54,287,"[26, 74, 53, 23]"
25/08/22 03:58,288,"[40, 19]"
25/08/22 04:04,289,"[33, 54, 50, 35, 75]"
25/08/22 04:06,290,[76]
25/08/22 04:08,291,"[23, 9]"
25/08/22 04:10,292,"[28, 35, 76]"
25/08/22 04:11,293,"[32, 14]"
25/08/22 04:12,294,"[28, 30, 83]"
25/08/22 04:22,295,"[34, 64]"
25/08/22 04:22,296,"[19, 64, 9, 38]"
25/08/22 04:26,297,"[83, 65, 8]"
25/08/22 04:34,299,"[63, 87, 83]"
25/08/22 04:36,300,"[57, 67]"
25/08/22 04:37,301,"[70, 54, 1]"
25/08/22 04:37,302,"[10, 4]"
25/08/22 04:50,303,"[54, 7, 64]"
25/08/22 04:51,304,"[67, 64]"
25/08/22 04:51,305,"[47, 54, 56, 27]"
25/08/22 04:53,306,"[6, 84, 86, 76, 1]"
25/08/22 04:53,307,"[72, 87, 79, 50, 63]"
25/08/22 04:57,308,"[50, 24, 2, 48, 52, 4]"
25/08/22 05:00,309,"[2, 70, 37, 57]"
25/08/22 05:02,311,"[20, 54, 15, 48]"
25/08/22 05:10,312,"[28, 67, 83, 33]"
25/08/22 05:14,313,"[83, 48]"
25/08/22 05:14,314,"[53, 72, 51]"
25/08/22 05:21,315,"[14, 62]"
25/08/22 05:23,316,"[62, 31, 50, 71]"
25/08/22 05:24,317,"[61, 57, 80]"
25/08/22 05:24,318,"[40, 47, 84]"
25/08/22 05:29,319,"[86, 1, 28, 50, 6, 63, 74]"
25/08/22 05:29,320,"[50, 32, 24, 14, 66]"
25/08/22 05:35,321,"[37, 74]"
25/08/22 05:37,322,"[78, 34, 3, 44]"
25/08/22 05:38,323,"[17, 71, 83]"
25/08/22 05:40,324,"[6, 9, 4, 77, 47]"
25/08/22 05:40,325,"[77, 56, 77, 40, 56]"
25/08/22 05:43,327,[82]
25/08/22 05:48,328,"[47, 14, 1, 10, 69]"
25/08/22 05:49,329,"[32, 30]"
25/08/22 05:52,330,"[19, 17, 25]"
25/08/22 05:52,331,"[54, 54, 5]"
25/08/22 05:55,332,"[38, 78, 29, 3, 66]"
25/08/22 05:56,333,"[84, 47]"
25/08/22 06:00,334,"[66, 28]"
25/08/22 06:05,335,"[45, 27, 25, 14, 35, 2, 62]"
25/08/22 06:07,337,"[15, 23, 52]"
25/08/22 06:14,339,"[74, 21]"
25/08/22 06:20,340,"[12, 2, 14]"
25/08/22 06:20,341,"[42, 77]"
25/08/22 06:22,342,"[21, 40, 47, 76, 83]"
25/08/22 06:24,343,"[70, 70]"
25/08/22 06:25,344,"[65, 76, 4, 54]"
25/08/22 06:26,345,"[24, 53, 34]"
25/08/22 06:26,346,[7]
25/08/22 06:27,347,"[34, 3]"
25/08/22 06:29,348,"[20, 47, 61, 29, 38]"
25/08/22 06:30,349,"[51, 57, 12]"
25/08/22 06:35,350,"[25, 34]"
25/08/22 06:38,351,"[5, 22, 8, 19, 53, 77]"
25/08/22 06:42,352,"[18, 54, 84, 70]"
25/08/22 06:49,353,"[33, 64, 13, 6]"
25/08/22 06:57,354,"[68, 23, 34, 84, 26]"
25/08/22 06:59,355,"[64, 48, 6, 71, 57]"
25/08/22 06:59,356,"[41, 60, 24, 10, 16]"
25/08/22 07:05,357,"[6, 8, 20]"
25/08/22 07:06,358,"[35, 8, 35]"
25/08/22 07:08,359,"[27, 57, 3]"
25/08/22 07:11,360,"[67, 74, 31, 28]"
25/08/22 07:12,361,"[29, 33, 5]"
25/08/22 07:14,362,"[34, 63, 41]"
25/08/22 07:15,363,"[3, 18, 37, 70]"
25/08/22 07:16,364,"[74, 74, 6, 32]"
25/08/22 07:16,365,"[62, 76, 1, 70, 1, 10]"
25/08/22 07:17,366,"[57, 18, 2, 36]"
25/08/22 07:17,367,"[47, 29, 67]"
25/08/22 07:18,368,"[4, 27, 77, 30, 59]"
25/08/22 07:20,369,"[67, 37, 4, 35]"
25/08/22 07:20,370,"[53, 34, 12]"
25/08/22 07:21,371,"[54, 38, 2]"
25/08/22 07:26,372,"[34, 66, 54, 76, 43, 85, 6, 83]"
25/08/22 07:30,373,"[50, 21, 47, 70, 52, 67]"
25/08/22 07:30,374,[76]
25/08/22 07:31,375,"[80, 25, 1, 72, 2]"
25/08/22 07:32,376,"[42, 1, 47]"
25/08/22 07:34,377,"[28, 5, 28]"
25/08/22 07:36,378,"[26, 52, 18]"
25/08/22 07:36,379,"[10, 23, 40, 35]"
25/08/22 07:40,380,"[8, 54]"
25/08/22 07:41,381,"[18, 33]"
25/08/22 07:41,382,"[57, 42]"
25/08/22 07:41,383,"[71, 53, 26, 47]"
25/08/22 07:41,384,"[52, 20]"
25/08/22 07:41,385,"[30, 52, 67]"
25/08/22 07:44,386,"[68, 87, 34, 32, 74]"
25/08/22 07:46,387,"[12, 50, 35]"
25/08/22 07:47,388,"[63, 35, 77, 56, 15, 72]"
25/08/22 07:51,389,"[8, 2, 32, 40]"
25/08/22 07:52,390,"[62, 1]"
25/08/22 07:54,391,"[1, 22, 58]"
25/08/22 07:56,392,"[37, 78, 26]"
25/08/22 07:57,393,"[22, 33, 60, 2, 82]"
25/08/22 08:00,394,"[10, 62, 46, 17, 84]"
25/08/22 08:02,395,[21]
25/08/22 08:04,396,"[76, 2, 33, 20, 45]"
25/08/22 08:08,397,"[66, 2, 31, 64]"
25/08/22 08:10,398,"[32, 29, 46, 66]"
25/08/22 08:11,399,"[47, 16, 6, 53, 47]"
25/08/22 08:12,400,"[40, 53, 53]"
25/08/22 08:12,401,"[40, 72, 40, 35]"
25/08/22 08:13,402,"[66, 29, 19, 70, 71]"
25/08/22 08:14,403,"[32, 2, 6, 76, 65]"
25/08/22 08:16,404,"[12, 21, 78, 16]"
25/08/22 08:18,405,"[15, 37, 52, 5]"
25/08/22 08:19,406,"[66, 56, 70, 77, 20]"
25/08/22 08:24,407,"[16, 24]"
25/08/22 08:25,408,"[32, 35, 42, 57]"
25/08/22 08:25,409,"[34, 65, 5, 32, 47]"
25/08/22 08:27,410,"[15, 76]"
25/08/22 08:28,411,"[64, 65, 56, 28, 50]"
25/08/22 08:29,412,"[44, 28]"
25/08/22 08:29,413,[26]
25/08/22 08:34,414,"[84, 84, 37]"
25/08/22 08:37,415,"[14, 67, 70, 43, 22]"
25/08/22 08:39,416,"[55, 18, 9, 77, 63, 71]"
25/08/22 08:41,417,"[61, 24, 65, 72]"
25/08/22 08:43,418,"[67, 86, 56, 25, 36]"
25/08/22 08:43,419,"[5, 50]"
25/08/22 08:45,420,"[57, 42, 57, 83]"
25/08/22 08:48,421,"[29, 1]"
25/08/22 08:49,422,"[66, 13]"
25/08/22 08:50,423,"[64, 63, 3, 71, 57]"
25/08/22 08:53,424,"[65, 74, 82, 23, 29]"
25/08/22 08:55,425,"[60, 58, 73, 35]"
25/08/22 08:57,426,"[4, 25, 76]"
25/08/22 08:58,427,"[6, 40, 63, 5, 18]"
25/08/22 08:58,428,"[65, 53]"
25/08/22 08:59,429,"[13, 85, 79]"
25/08/22 08:59,430,"[76, 31, 82, 6]"
25/08/22 09:00,431,[24]
25/08/22 09:02,432,"[10, 44, 28, 25, 31]"
25/08/22 09:04,433,"[31, 27, 67]"
25/08/22 09:08,434,"[84, 80, 77, 65, 4]"
25/08/22 09:12,435,"[29, 76, 34, 33, 37]"
25/08/22 09:12,436,"[69, 1, 18, 66]"
25/08/22 09:15,437,"[28, 5, 21, 79, 3]"
25/08/22 09:15,438,"[56, 74, 30]"
25/08/22 09:17,439,"[32, 52]"
25/08/22 09:19,440,"[77, 69, 30]"
25/08/22 09:19,441,"[14, 18, 70]"
25/08/22 09:20,442,"[74, 54, 29, 34, 20]"
25/08/22 09:20,443,"[24, 62, 75, 79, 52]"
25/08/22 09:20,444,"[3, 26, 24, 83, 19]"
25/08/22 09:24,445,"[71, 76, 57, 38]"
25/08/22 09:25,446,"[63, 5, 16, 33]"
25/08/22 09:25,447,"[64, 35, 82]"
25/08/22 09:25,448,"[1, 56, 26, 77, 53]"
25/08/22 09:27,449,"[38, 62, 3, 54, 65, 57]"
25/08/22 09:27,450,"[12, 78, 3]"
25/08/22 09:31,452,"[21, 26, 34, 38]"
25/08/22 09:31,453,"[26, 18, 18, 75]"
25/08/22 09:35,455,"[27, 14, 26, 2, 31, 47]"
25/08/22 09:43,459,"[24, 1, 76, 63, 53]"
25/08/22 09:43,460,"[30, 30, 52]"
25/08/22 09:44,461,"[84, 62]"
25/08/22 09:45,462,"[34, 74, 57]"
25/08/22 09:46,463,"[14, 71, 32, 86]"
25/08/22 09:46,464,"[56, 40, 38, 39]"
25/08/22 09:47,465,"[47, 15]"
25/08/22 09:47,466,"[60, 26, 65, 76]"
25/08/22 09:48,467,"[41, 34, 32, 41]"
25/08/22 09:49,468,"[16, 3, 28, 53]"
25/08/22 09:49,469,"[2, 77]"
25/08/22 09:49,470,"[85, 31]"
25/08/22 09:50,471,"[15, 65, 46, 50]"
25/08/22 09:53,472,"[72, 4, 46]"
25/08/22 09:55,473,"[40, 84]"
25/08/22 09:57,474,"[46, 47, 9]"
25/08/22 09:58,475,"[52, 50, 87, 52]"
25/08/22 10:00,476,"[6, 25, 83]"
25/08/22 10:01,477,"[12, 1]"
25/08/22 10:02,478,"[17, 45, 37, 58]"
25/08/22 10:03,479,"[7, 19]"
25/08/22 10:03,480,"[68, 83]"
25/08/22 10:03,481,[6]
25/08/22 10:04,482,"[1, 66, 52, 78]"
25/08/22 10:04,483,"[4, 23, 34]"
25/08/22 10:05,485,[35]
25/08/22 10:05,486,"[21, 76, 37]"
25/08/22 10:06,487,"[42, 76]"
25/08/22 10:07,488,"[54, 79, 77, 5, 80]"
25/08/22 10:10,489,"[34, 77]"
25/08/22 10:11,490,"[17, 30, 17, 6]"
25/08/22 10:12,491,"[62, 51, 77]"
25/08/22 10:13,492,[77]
25/08/22 10:13,493,"[29, 7]"
25/08/22 10:16,494,"[53, 70, 64]"
25/08/22 10:16,495,"[7, 84, 33]"
25/08/22 10:18,496,"[77, 57, 14]"
25/08/22 10:21,497,"[69, 55, 33, 24]"
25/08/22 10:26,498,"[60, 63]"
25/08/22 10:26,499,"[35, 77]"
25/08/22 10:28,500,"[40, 3, 37]"
25/08/22 10:35,501,"[8, 57, 2]"
25/08/22 10:35,502,"[57, 53, 84, 46]"
25/08/22 10:36,503,"[3, 40, 2]"
25/08/22 10:37,504,"[2, 76, 2, 53]"
25/08/22 10:37,505,"[8, 59, 22, 54, 69]"
25/08/22 10:37,506,"[47, 65, 40]"
25/08/22 10:37,507,"[50, 53, 80]"
25/08/22 10:38,508,"[1, 57, 62, 79]"
25/08/22 10:39,509,"[47, 80]"
25/08/22 10:39,510,"[77, 5, 74]"
25/08/22 10:39,511,"[61, 29, 67, 70, 56]"
25/08/22 10:42,513,"[72, 70, 60, 52]"
25/08/22 10:42,514,"[56, 5, 52]"
25/08/22 10:44,515,"[65, 31, 36, 47, 30]"
25/08/22 10:44,516,"[5, 6, 65, 31]"
25/08/22 10:48,517,[27]
25/08/22 10:48,518,"[41, 65, 57, 74, 67]"
25/08/22 10:50,519,"[84, 40]"
25/08/22 10:51,520,"[84, 52, 69, 63, 56]"
25/08/22 10:51,521,"[30, 68, 2]"
25/08/22 10:51,522,[70]
25/08/22 10:52,523,"[63, 67, 5, 46, 6]"
25/08/22 10:53,524,"[23, 67, 9, 51]"
25/08/22 10:53,525,"[65, 80, 46]"
25/08/22 10:55,526,"[25, 65, 65, 32, 74]"
25/08/22 10:59,527,"[66, 28, 38]"
25/08/22 11:00,528,"[30, 77, 26]"
25/08/22 11:02,529,"[57, 18, 18, 2]"
25/08/22 11:02,530,"[64, 70, 41, 85]"
25/08/22 11:02,531,"[70, 12, 26]"
25/08/22 11:03,532,"[53, 76, 54, 52]"
25/08/22 11:03,533,"[34, 83, 47]"
25/08/22 11:03,535,"[70, 5]"
25/08/22 11:05,536,"[33, 45, 32, 71, 38]"
25/08/22 11:06,537,"[84, 57]"
25/08/22 11:07,538,"[23, 57, 77, 76]"
25/08/22 11:10,539,"[82, 18, 31, 21]"
25/08/22 11:10,540,"[41, 77, 28]"
25/08/22 11:11,541,"[54, 29, 67, 16, 22, 64, 32, 77]"
25/08/22 11:11,542,"[20, 52, 33, 48, 28]"
25/08/22 11:15,543,"[6, 74, 63]"
25/08/22 11:16,544,"[65, 50, 57, 25, 76, 56, 3, 23]"
25/08/22 11:19,545,"[25, 62, 46]"
25/08/22 11:21,546,"[76, 9, 14]"
25/08/22 11:26,548,"[18, 26, 6]"
25/08/22 11:28,549,"[83, 77, 15]"
25/08/22 11:28,550,"[87, 25, 83, 50]"
25/08/22 11:29,551,"[3, 63]"
25/08/22 11:29,552,"[5, 78, 3]"
25/08/22 11:30,553,"[53, 40]"
25/08/22 11:32,554,"[75, 34, 67, 47, 35, 26]"
25/08/22 11:32,555,"[63, 3, 18, 35]"
25/08/22 11:34,556,"[26, 71]"
25/08/22 11:35,557,"[74, 61, 60, 31]"
25/08/22 11:36,558,"[9, 53]"
25/08/22 11:39,559,"[82, 25, 64]"
25/08/22 11:39,560,"[24, 18, 5, 15, 53]"
25/08/22 11:42,561,"[63, 63, 66, 77]"
25/08/22 11:42,562,"[78, 76, 47]"
25/08/22 11:44,563,"[66, 2, 63, 5]"
25/08/22 11:45,564,"[1, 54, 72, 3, 65]"
25/08/22 11:45,565,"[18, 41]"
25/08/22 11:45,566,"[54, 40, 18, 10, 77]"
25/08/22 11:46,567,"[5, 71]"
25/08/22 11:48,568,"[27, 57, 37, 26]"
25/08/22 11:49,569,"[57, 31]"
25/08/22 11:49,570,"[42, 55, 84]"
25/08/22 11:50,571,"[6, 33, 64, 60, 84, 72]"
25/08/22 11:53,572,"[1, 57, 15]"
25/08/22 11:54,573,"[23, 80, 60, 15]"
25/08/22 11:54,574,"[40, 67, 56]"
25/08/22 11:54,575,[31]
25/08/22 11:57,576,"[12, 65, 44]"
25/08/22 11:58,577,"[25, 76, 21]"
25/08/22 11:59,578,"[8, 70, 2, 3, 18, 46]"
25/08/22 11:59,579,"[84, 82, 67, 20]"
