,creation_time,order_id,product_ids,USD_RUB
63,2022-08-24,69,"[77, 29, 71, 55, 57]",59.8963
64,2022-08-24,70,"[82, 42, 26, 80]",59.8963
65,2022-08-24,71,"[71, 10, 33, 62]",59.8963
66,2022-08-24,72,"[2, 1, 47]",59.8963
67,2022-08-24,73,"[68, 56, 50]",59.8963
68,2022-08-24,74,"[14, 40, 71, 35, 46]",59.8963
69,2022-08-24,75,"[31, 63]",59.8963
70,2022-08-24,76,"[2, 50, 21, 46, 49, 10]",59.8963
71,2022-08-24,77,"[76, 62]",59.8963
72,2022-08-24,78,"[32, 84, 70, 56]",59.8963
73,2022-08-24,80,"[57, 74, 46, 7]",59.8963
74,2022-08-24,81,"[79, 14, 2, 60]",59.8963
75,2022-08-24,82,"[24, 56, 77, 20, 85]",59.8963
76,2022-08-24,83,"[74, 71, 75, 15, 1]",59.8963
77,2022-08-24,84,"[32, 42, 47]",59.8963
78,2022-08-24,85,"[65, 76, 58, 28]",59.8963
79,2022-08-24,86,"[9, 54, 20, 24, 16]",59.8963
80,2022-08-24,87,"[81, 76, 37, 84]",59.8963
81,2022-08-24,88,"[26, 71, 26]",59.8963
82,2022-08-24,89,"[82, 20, 16]",59.8963
83,2022-08-24,91,"[28, 26, 20, 35, 5, 83]",59.8963
84,2022-08-24,92,"[3, 52, 82]",59.8963
85,2022-08-24,93,"[37, 59, 25, 18, 35, 50]",59.8963
86,2022-08-24,94,"[46, 72, 22, 61, 47]",59.8963
87,2022-08-24,95,"[82, 5, 20, 3]",59.8963
88,2022-08-24,96,[34],59.8963
89,2022-08-24,97,"[76, 24, 25, 77, 76]",59.8963
90,2022-08-24,98,"[20, 78, 67, 26, 30]",59.8963
91,2022-08-24,99,[28],59.8963
92,2022-08-24,100,"[22, 21, 52, 85]",59.8963
93,2022-08-24,101,"[58, 76, 80]",59.8963
94,2022-08-24,102,"[52, 22, 5, 28]",59.8963
95,2022-08-24,103,"[28, 2, 79, 33]",59.8963
96,2022-08-24,104,"[40, 33, 72, 70]",59.8963
97,2022-08-24,105,"[66, 7, 20]",59.8963
98,2022-08-24,106,"[25, 7]",59.8963
99,2022-08-24,107,"[24, 28, 16, 82]",59.8963
100,2022-08-24,108,"[26, 22, 20, 57, 13]",59.8963
101,2022-08-24,109,"[7, 51]",59.8963
102,2022-08-24,110,"[43, 74]",59.8963
103,2022-08-24,111,"[47, 44, 46]",59.8963
104,2022-08-24,112,"[23, 40, 34]",59.8963
105,2022-08-24,113,"[53, 40, 25, 9, 1]",59.8963
106,2022-08-24,114,"[80, 50]",59.8963
107,2022-08-24,115,"[28, 22, 77]",59.8963
108,2022-08-24,116,"[70, 29, 53, 5]",59.8963
109,2022-08-24,117,"[38, 26, 12]",59.8963
110,2022-08-24,118,"[15, 46, 47]",59.8963
111,2022-08-24,119,"[33, 68, 1, 19]",59.8963
112,2022-08-24,120,"[4, 50]",59.8963
113,2022-08-24,121,"[35, 16]",59.8963
114,2022-08-24,122,"[56, 67, 82]",59.8963
115,2022-08-24,123,"[63, 34, 30, 3]",59.8963
116,2022-08-24,124,"[60, 5]",59.8963
117,2022-08-24,125,"[1, 67]",59.8963
118,2022-08-24,126,"[20, 83, 24, 64, 77]",59.8963
119,2022-08-24,127,"[14, 40]",59.8963
120,2022-08-24,128,"[30, 22, 20, 20]",59.8963
121,2022-08-24,129,"[27, 52, 84]",59.8963
122,2022-08-24,130,"[2, 84, 25, 56]",59.8963
123,2022-08-24,131,"[15, 14, 22, 9]",59.8963
124,2022-08-24,132,"[39, 28]",59.8963
125,2022-08-24,133,"[17, 10, 65]",59.8963
126,2022-08-24,134,"[82, 84, 62]",59.8963
127,2022-08-24,135,"[35, 37]",59.8963
128,2022-08-24,136,[24],59.8963
129,2022-08-24,137,[61],59.8963
130,2022-08-24,138,"[67, 70, 1, 80]",59.8963
131,2022-08-24,139,"[64, 32]",59.8963
132,2022-08-24,140,"[72, 76, 26]",59.8963
133,2022-08-24,141,"[62, 29, 62, 22, 3, 8]",59.8963
134,2022-08-24,142,"[60, 71, 33, 61, 52]",59.8963
135,2022-08-24,144,"[26, 71]",59.8963
136,2022-08-24,145,"[44, 48, 65]",59.8963
137,2022-08-24,146,"[62, 31]",59.8963
138,2022-08-25,147,"[71, 2, 17]",59.9974
139,2022-08-25,148,"[34, 8, 53]",59.9974
140,2022-08-25,149,"[71, 35, 52]",59.9974
141,2022-08-25,150,"[64, 84, 45, 72]",59.9974
142,2022-08-25,151,"[23, 61, 58, 7]",59.9974
143,2022-08-25,152,"[62, 22, 50, 20]",59.9974
144,2022-08-25,153,"[21, 45]",59.9974
145,2022-08-25,154,"[47, 70, 82, 84]",59.9974
146,2022-08-25,155,"[80, 45, 30, 64]",59.9974
147,2022-08-25,157,"[55, 4, 79]",59.9974
148,2022-08-25,158,"[40, 70, 75, 15, 1, 80]",59.9974
149,2022-08-25,159,"[71, 56, 72]",59.9974
150,2022-08-25,160,"[75, 69, 76]",59.9974
151,2022-08-25,161,"[63, 60, 24, 31]",59.9974
152,2022-08-25,162,"[60, 84, 30, 38]",59.9974
153,2022-08-25,163,[77],59.9974
154,2022-08-25,164,"[31, 77, 40, 49]",59.9974
155,2022-08-25,165,"[15, 26, 3, 70]",59.9974
156,2022-08-25,166,"[57, 10, 72, 39, 83, 54]",59.9974
157,2022-08-25,167,"[17, 1, 52, 6]",59.9974
158,2022-08-25,168,"[54, 26]",59.9974
159,2022-08-25,169,"[57, 76]",59.9974
160,2022-08-25,170,"[13, 59, 44]",59.9974
161,2022-08-25,171,"[25, 83, 56, 62]",59.9974
162,2022-08-25,172,"[65, 47]",59.9974
163,2022-08-25,173,"[34, 67, 1]",59.9974
164,2022-08-25,174,"[87, 20, 71]",59.9974
165,2022-08-25,175,"[37, 63, 2, 34, 41, 40]",59.9974
166,2022-08-25,176,"[75, 74, 38, 17, 16, 36]",59.9974
167,2022-08-25,177,"[59, 14, 52, 22]",59.9974
168,2022-08-25,178,"[70, 52, 62]",59.9974
169,2022-08-25,179,"[22, 71]",59.9974
170,2022-08-25,180,"[65, 70, 14, 52, 66, 77]",59.9974
171,2022-08-25,181,"[76, 8, 44, 60, 6]",59.9974
172,2022-08-25,182,"[54, 5, 14, 31, 13]",59.9974
173,2022-08-25,184,"[25, 34, 6, 47]",59.9974
174,2022-08-25,185,"[1, 41]",59.9974
175,2022-08-25,186,"[5, 77, 57, 64, 42]",59.9974
176,2022-08-25,187,"[13, 34, 53, 50]",59.9974
177,2022-08-25,188,"[32, 50, 56, 87, 63, 76]",59.9974
178,2022-08-25,189,"[67, 7, 75]",59.9974
179,2022-08-25,191,"[77, 76, 54, 52]",59.9974
180,2022-08-25,192,"[2, 40, 45]",59.9974
181,2022-08-25,193,"[3, 32, 67, 6]",59.9974
182,2022-08-25,194,"[47, 7, 20, 9, 76]",59.9974
183,2022-08-25,195,"[85, 28, 50]",59.9974
184,2022-08-25,196,"[46, 30, 37]",59.9974
185,2022-08-25,197,"[74, 62, 86]",59.9974
186,2022-08-25,198,"[24, 29, 47, 67, 39, 38]",59.9974
187,2022-08-25,199,"[38, 39, 70, 87, 38, 5, 28, 21]",59.9974
188,2022-08-25,200,"[83, 60, 10, 43]",59.9974
189,2022-08-25,201,"[46, 3, 39, 26]",59.9974
190,2022-08-25,202,"[47, 31, 85, 1, 7, 34]",59.9974
191,2022-08-25,203,"[49, 26]",59.9974
192,2022-08-25,204,[9],59.9974
193,2022-08-25,205,"[21, 17, 81, 69]",59.9974
194,2022-08-25,206,"[83, 18, 32, 39]",59.9974
195,2022-08-25,207,"[25, 15]",59.9974
196,2022-08-25,208,"[78, 39, 30]",59.9974
197,2022-08-25,209,"[7, 70, 15]",59.9974
198,2022-08-25,210,"[27, 20, 72]",59.9974
199,2022-08-25,211,"[19, 26]",59.9974
200,2022-08-25,212,"[25, 32]",59.9974
201,2022-08-25,213,"[14, 13, 66, 45]",59.9974
202,2022-08-25,214,"[46, 44]",59.9974
203,2022-08-25,215,"[37, 6, 67, 54]",59.9974
204,2022-08-25,216,"[67, 55, 3, 18, 1]",59.9974
205,2022-08-25,217,"[80, 54, 8, 22]",59.9974
206,2022-08-25,218,"[5, 44, 40]",59.9974
207,2022-08-25,219,"[3, 46, 3]",59.9974
208,2022-08-25,220,"[53, 18, 62]",59.9974
209,2022-08-25,221,"[1, 44, 1]",59.9974
210,2022-08-25,222,"[75, 20, 77]",59.9974
211,2022-08-25,223,"[62, 17, 83, 49]",59.9974
212,2022-08-25,224,"[17, 10, 62]",59.9974
213,2022-08-25,225,"[77, 70]",59.9974
214,2022-08-25,226,"[6, 47, 31, 40]",59.9974
215,2022-08-25,227,"[55, 47, 71, 46]",59.9974
216,2022-08-25,228,[56],59.9974
217,2022-08-25,229,"[22, 46, 67, 64]",59.9974
218,2022-08-25,230,"[58, 44]",59.9974
219,2022-08-25,231,"[57, 60, 6]",59.9974
220,2022-08-25,232,"[72, 15, 77]",59.9974
221,2022-08-25,233,"[62, 50, 80, 66, 6]",59.9974
222,2022-08-25,234,"[74, 47]",59.9974
223,2022-08-25,235,"[40, 31, 28, 21, 32]",59.9974
224,2022-08-25,236,"[63, 31, 71]",59.9974
225,2022-08-25,237,"[28, 69]",59.9974
226,2022-08-25,238,"[19, 3, 57]",59.9974
227,2022-08-25,239,"[62, 31]",59.9974
228,2022-08-25,240,"[15, 71, 84, 20]",59.9974
229,2022-08-25,241,"[50, 15, 25]",59.9974
230,2022-08-25,242,"[74, 41, 71]",59.9974
231,2022-08-25,243,"[56, 70]",59.9974
232,2022-08-25,244,"[47, 28]",59.9974
233,2022-08-25,245,"[35, 22, 24]",59.9974
234,2022-08-25,246,"[69, 20]",59.9974
235,2022-08-25,247,"[17, 57, 14]",59.9974
236,2022-08-25,248,"[30, 26, 84, 1, 39]",59.9974
237,2022-08-25,249,"[78, 10, 6]",59.9974
238,2022-08-25,250,"[20, 41]",59.9974
239,2022-08-25,251,"[62, 28, 78, 84]",59.9974
240,2022-08-25,252,"[84, 65, 36, 34]",59.9974
241,2022-08-25,253,"[55, 39, 76, 3]",59.9974
242,2022-08-25,254,"[47, 83]",59.9974
243,2022-08-25,255,"[50, 46, 62]",59.9974
244,2022-08-25,256,"[46, 81, 32]",59.9974
245,2022-08-25,257,"[42, 78, 34]",59.9974
246,2022-08-25,258,"[76, 70]",59.9974
247,2022-08-25,259,"[58, 70]",59.9974
248,2022-08-25,260,"[71, 47]",59.9974
249,2022-08-25,261,"[25, 3, 8, 50]",59.9974
250,2022-08-25,262,"[49, 47]",59.9974
251,2022-08-25,263,"[26, 65, 84]",59.9974
252,2022-08-25,264,"[9, 4, 12]",59.9974
253,2022-08-25,265,[20],59.9974
254,2022-08-25,266,"[84, 32]",59.9974
255,2022-08-25,267,"[37, 65]",59.9974
256,2022-08-25,268,"[71, 5, 77, 50]",59.9974
257,2022-08-25,269,"[74, 40]",59.9974
258,2022-08-25,270,"[34, 69, 30, 52]",59.9974
259,2022-08-25,271,"[50, 3, 71]",59.9974
260,2022-08-25,272,"[70, 27, 52, 81]",59.9974
261,2022-08-25,273,"[6, 41, 31, 50]",59.9974
262,2022-08-25,274,"[34, 33]",59.9974
263,2022-08-25,275,"[70, 58, 13]",59.9974
264,2022-08-25,276,"[5, 54, 37, 80]",59.9974
265,2022-08-25,277,"[2, 63, 14, 74]",59.9974
266,2022-08-25,278,"[74, 20, 65, 35]",59.9974
267,2022-08-25,279,[76],59.9974
268,2022-08-25,280,"[40, 72, 67, 33, 21]",59.9974
269,2022-08-25,281,"[5, 15, 60, 84, 74]",59.9974
270,2022-08-25,282,"[3, 51]",59.9974
271,2022-08-25,283,"[15, 83, 77]",59.9974
272,2022-08-25,284,"[8, 63, 84, 63, 75]",59.9974
273,2022-08-25,285,"[5, 74, 53]",59.9974
274,2022-08-25,286,"[17, 14, 46]",59.9974
275,2022-08-25,287,"[26, 74, 53, 23]",59.9974
276,2022-08-25,288,"[40, 19]",59.9974
277,2022-08-25,289,"[33, 54, 50, 35, 75]",59.9974
278,2022-08-25,290,[76],59.9974
279,2022-08-25,291,"[23, 9]",59.9974
280,2022-08-25,292,"[28, 35, 76]",59.9974
281,2022-08-25,293,"[32, 14]",59.9974
282,2022-08-25,294,"[28, 30, 83]",59.9974
283,2022-08-25,295,"[34, 64]",59.9974
284,2022-08-25,296,"[19, 64, 9, 38]",59.9974
285,2022-08-25,297,"[83, 65, 8]",59.9974
286,2022-08-25,299,"[63, 87, 83]",59.9974
287,2022-08-25,300,"[57, 67]",59.9974
288,2022-08-25,301,"[70, 54, 1]",59.9974
289,2022-08-25,302,"[10, 4]",59.9974
290,2022-08-25,303,"[54, 7, 64]",59.9974
291,2022-08-25,304,"[67, 64]",59.9974
292,2022-08-25,305,"[47, 54, 56, 27]",59.9974
293,2022-08-25,306,"[6, 84, 86, 76, 1]",59.9974
294,2022-08-25,307,"[72, 87, 79, 50, 63]",59.9974
295,2022-08-25,308,"[50, 24, 2, 48, 52, 4]",59.9974
296,2022-08-25,309,"[2, 70, 37, 57]",59.9974
297,2022-08-25,311,"[20, 54, 15, 48]",59.9974
298,2022-08-25,312,"[28, 67, 83, 33]",59.9974
299,2022-08-25,313,"[83, 48]",59.9974
300,2022-08-25,314,"[53, 72, 51]",59.9974
301,2022-08-25,315,"[14, 62]",59.9974
302,2022-08-25,316,"[62, 31, 50, 71]",59.9974
303,2022-08-25,317,"[61, 57, 80]",59.9974
304,2022-08-25,318,"[40, 47, 84]",59.9974
305,2022-08-25,319,"[86, 1, 28, 50, 6, 63, 74]",59.9974
306,2022-08-25,320,"[50, 32, 24, 14, 66]",59.9974
307,2022-08-25,321,"[37, 74]",59.9974
308,2022-08-25,322,"[78, 34, 3, 44]",59.9974
309,2022-08-25,323,"[17, 71, 83]",59.9974
310,2022-08-25,324,"[6, 9, 4, 77, 47]",59.9974
311,2022-08-25,325,"[77, 56, 77, 40, 56]",59.9974
312,2022-08-25,327,[82],59.9974
313,2022-08-25,328,"[47, 14, 1, 10, 69]",59.9974
314,2022-08-25,329,"[32, 30]",59.9974
315,2022-08-25,330,"[19, 17, 25]",59.9974
316,2022-08-25,331,"[54, 54, 5]",59.9974
317,2022-08-25,332,"[38, 78, 29, 3, 66]",59.9974
318,2022-08-25,333,"[84, 47]",59.9974
319,2022-08-25,334,"[66, 28]",59.9974
320,2022-08-25,335,"[45, 27, 25, 14, 35, 2, 62]",59.9974
321,2022-08-25,337,"[15, 23, 52]",59.9974
322,2022-08-25,339,"[74, 21]",59.9974
323,2022-08-25,340,"[12, 2, 14]",59.9974
324,2022-08-25,341,"[42, 77]",59.9974
325,2022-08-25,342,"[21, 40, 47, 76, 83]",59.9974
326,2022-08-25,343,"[70, 70]",59.9974
327,2022-08-25,344,"[65, 76, 4, 54]",59.9974
328,2022-08-25,345,"[24, 53, 34]",59.9974
329,2022-08-25,346,[7],59.9974
330,2022-08-25,347,"[34, 3]",59.9974
331,2022-08-25,348,"[20, 47, 61, 29, 38]",59.9974
332,2022-08-25,349,"[51, 57, 12]",59.9974
333,2022-08-25,350,"[25, 34]",59.9974
334,2022-08-25,351,"[5, 22, 8, 19, 53, 77]",59.9974
335,2022-08-25,352,"[18, 54, 84, 70]",59.9974
336,2022-08-25,353,"[33, 64, 13, 6]",59.9974
337,2022-08-25,354,"[68, 23, 34, 84, 26]",59.9974
338,2022-08-25,355,"[64, 48, 6, 71, 57]",59.9974
339,2022-08-25,356,"[41, 60, 24, 10, 16]",59.9974
340,2022-08-25,357,"[6, 8, 20]",59.9974
341,2022-08-25,358,"[35, 8, 35]",59.9974
342,2022-08-25,359,"[27, 57, 3]",59.9974
343,2022-08-25,360,"[67, 74, 31, 28]",59.9974
344,2022-08-25,361,"[29, 33, 5]",59.9974
345,2022-08-25,362,"[34, 63, 41]",59.9974
346,2022-08-25,363,"[3, 18, 37, 70]",59.9974
347,2022-08-25,364,"[74, 74, 6, 32]",59.9974
348,2022-08-25,365,"[62, 76, 1, 70, 1, 10]",59.9974
349,2022-08-25,366,"[57, 18, 2, 36]",59.9974
350,2022-08-25,367,"[47, 29, 67]",59.9974
351,2022-08-25,368,"[4, 27, 77, 30, 59]",59.9974
352,2022-08-25,369,"[67, 37, 4, 35]",59.9974
353,2022-08-25,370,"[53, 34, 12]",59.9974
354,2022-08-25,371,"[54, 38, 2]",59.9974
355,2022-08-25,372,"[34, 66, 54, 76, 43, 85, 6, 83]",59.9974
356,2022-08-25,373,"[50, 21, 47, 70, 52, 67]",59.9974
357,2022-08-25,374,[76],59.9974
358,2022-08-25,375,"[80, 25, 1, 72, 2]",59.9974
359,2022-08-25,376,"[42, 1, 47]",59.9974
360,2022-08-25,377,"[28, 5, 28]",59.9974
361,2022-08-25,378,"[26, 52, 18]",59.9974
362,2022-08-25,379,"[10, 23, 40, 35]",59.9974
363,2022-08-25,380,"[8, 54]",59.9974
364,2022-08-25,381,"[18, 33]",59.9974
365,2022-08-25,382,"[57, 42]",59.9974
366,2022-08-25,383,"[71, 53, 26, 47]",59.9974
367,2022-08-25,384,"[52, 20]",59.9974
368,2022-08-25,385,"[30, 52, 67]",59.9974
369,2022-08-25,386,"[68, 87, 34, 32, 74]",59.9974
370,2022-08-25,387,"[12, 50, 35]",59.9974
371,2022-08-25,388,"[63, 35, 77, 56, 15, 72]",59.9974
372,2022-08-25,389,"[8, 2, 32, 40]",59.9974
373,2022-08-25,390,"[62, 1]",59.9974
374,2022-08-25,391,"[1, 22, 58]",59.9974
375,2022-08-25,392,"[37, 78, 26]",59.9974
376,2022-08-25,393,"[22, 33, 60, 2, 82]",59.9974
377,2022-08-25,394,"[10, 62, 46, 17, 84]",59.9974
378,2022-08-25,395,[21],59.9974
379,2022-08-25,396,"[76, 2, 33, 20, 45]",59.9974
380,2022-08-25,397,"[66, 2, 31, 64]",59.9974
381,2022-08-25,398,"[32, 29, 46, 66]",59.9974
382,2022-08-25,399,"[47, 16, 6, 53, 47]",59.9974
383,2022-08-25,400,"[40, 53, 53]",59.9974
384,2022-08-25,401,"[40, 72, 40, 35]",59.9974
385,2022-08-25,402,"[66, 29, 19, 70, 71]",59.9974
386,2022-08-25,403,"[32, 2, 6, 76, 65]",59.9974
387,2022-08-25,404,"[12, 21, 78, 16]",59.9974
388,2022-08-25,405,"[15, 37, 52, 5]",59.9974
389,2022-08-25,406,"[66, 56, 70, 77, 20]",59.9974
390,2022-08-25,407,"[16, 24]",59.9974
391,2022-08-25,408,"[32, 35, 42, 57]",59.9974
392,2022-08-25,409,"[34, 65, 5, 32, 47]",59.9974
393,2022-08-25,410,"[15, 76]",59.9974
394,2022-08-25,411,"[64, 65, 56, 28, 50]",59.9974
395,2022-08-25,412,"[44, 28]",59.9974
396,2022-08-25,413,[26],59.9974
397,2022-08-25,414,"[84, 84, 37]",59.9974
398,2022-08-25,415,"[14, 67, 70, 43, 22]",59.9974
399,2022-08-25,416,"[55, 18, 9, 77, 63, 71]",59.9974
400,2022-08-25,417,"[61, 24, 65, 72]",59.9974
401,2022-08-25,418,"[67, 86, 56, 25, 36]",59.9974
402,2022-08-25,419,"[5, 50]",59.9974
403,2022-08-25,420,"[57, 42, 57, 83]",59.9974
404,2022-08-25,421,"[29, 1]",59.9974
405,2022-08-25,422,"[66, 13]",59.9974
406,2022-08-25,423,"[64, 63, 3, 71, 57]",59.9974
407,2022-08-25,424,"[65, 74, 82, 23, 29]",59.9974
408,2022-08-25,425,"[60, 58, 73, 35]",59.9974
409,2022-08-25,426,"[4, 25, 76]",59.9974
410,2022-08-25,427,"[6, 40, 63, 5, 18]",59.9974
411,2022-08-25,428,"[65, 53]",59.9974
412,2022-08-25,429,"[13, 85, 79]",59.9974
413,2022-08-25,430,"[76, 31, 82, 6]",59.9974
414,2022-08-25,431,[24],59.9974
415,2022-08-25,432,"[10, 44, 28, 25, 31]",59.9974
416,2022-08-25,433,"[31, 27, 67]",59.9974
417,2022-08-25,434,"[84, 80, 77, 65, 4]",59.9974
418,2022-08-25,435,"[29, 76, 34, 33, 37]",59.9974
419,2022-08-25,436,"[69, 1, 18, 66]",59.9974
420,2022-08-25,437,"[28, 5, 21, 79, 3]",59.9974
421,2022-08-25,438,"[56, 74, 30]",59.9974
422,2022-08-25,439,"[32, 52]",59.9974
423,2022-08-25,440,"[77, 69, 30]",59.9974
424,2022-08-25,441,"[14, 18, 70]",59.9974
425,2022-08-25,442,"[74, 54, 29, 34, 20]",59.9974
426,2022-08-25,443,"[24, 62, 75, 79, 52]",59.9974
427,2022-08-25,444,"[3, 26, 24, 83, 19]",59.9974
428,2022-08-25,445,"[71, 76, 57, 38]",59.9974
429,2022-08-25,446,"[63, 5, 16, 33]",59.9974
430,2022-08-25,447,"[64, 35, 82]",59.9974
431,2022-08-25,448,"[1, 56, 26, 77, 53]",59.9974
432,2022-08-25,449,"[38, 62, 3, 54, 65, 57]",59.9974
433,2022-08-25,450,"[12, 78, 3]",59.9974
434,2022-08-25,452,"[21, 26, 34, 38]",59.9974
435,2022-08-25,453,"[26, 18, 18, 75]",59.9974
436,2022-08-25,455,"[27, 14, 26, 2, 31, 47]",59.9974
437,2022-08-25,459,"[24, 1, 76, 63, 53]",59.9974
438,2022-08-25,460,"[30, 30, 52]",59.9974
439,2022-08-25,461,"[84, 62]",59.9974
440,2022-08-25,462,"[34, 74, 57]",59.9974
441,2022-08-25,463,"[14, 71, 32, 86]",59.9974
442,2022-08-25,464,"[56, 40, 38, 39]",59.9974
443,2022-08-25,465,"[47, 15]",59.9974
444,2022-08-25,466,"[60, 26, 65, 76]",59.9974
445,2022-08-25,467,"[41, 34, 32, 41]",59.9974
446,2022-08-25,468,"[16, 3, 28, 53]",59.9974
447,2022-08-25,469,"[2, 77]",59.9974
448,2022-08-25,470,"[85, 31]",59.9974
449,2022-08-25,471,"[15, 65, 46, 50]",59.9974
450,2022-08-25,472,"[72, 4, 46]",59.9974
451,2022-08-25,473,"[40, 84]",59.9974
452,2022-08-25,474,"[46, 47, 9]",59.9974
453,2022-08-25,475,"[52, 50, 87, 52]",59.9974
454,2022-08-25,476,"[6, 25, 83]",59.9974
455,2022-08-25,477,"[12, 1]",59.9974
456,2022-08-25,478,"[17, 45, 37, 58]",59.9974
457,2022-08-25,479,"[7, 19]",59.9974
458,2022-08-25,480,"[68, 83]",59.9974
459,2022-08-25,481,[6],59.9974
460,2022-08-25,482,"[1, 66, 52, 78]",59.9974
461,2022-08-25,483,"[4, 23, 34]",59.9974
462,2022-08-25,485,[35],59.9974
463,2022-08-25,486,"[21, 76, 37]",59.9974
464,2022-08-25,487,"[42, 76]",59.9974
465,2022-08-25,488,"[54, 79, 77, 5, 80]",59.9974
466,2022-08-25,489,"[34, 77]",59.9974
467,2022-08-25,490,"[17, 30, 17, 6]",59.9974
468,2022-08-25,491,"[62, 51, 77]",59.9974
469,2022-08-25,492,[77],59.9974
470,2022-08-25,493,"[29, 7]",59.9974
471,2022-08-25,494,"[53, 70, 64]",59.9974
472,2022-08-25,495,"[7, 84, 33]",59.9974
473,2022-08-25,496,"[77, 57, 14]",59.9974
474,2022-08-25,497,"[69, 55, 33, 24]",59.9974
475,2022-08-25,498,"[60, 63]",59.9974
476,2022-08-25,499,"[35, 77]",59.9974
477,2022-08-25,500,"[40, 3, 37]",59.9974
478,2022-08-25,501,"[8, 57, 2]",59.9974
479,2022-08-25,502,"[57, 53, 84, 46]",59.9974
480,2022-08-25,503,"[3, 40, 2]",59.9974
481,2022-08-25,504,"[2, 76, 2, 53]",59.9974
482,2022-08-25,505,"[8, 59, 22, 54, 69]",59.9974
483,2022-08-25,506,"[47, 65, 40]",59.9974
484,2022-08-25,507,"[50, 53, 80]",59.9974
485,2022-08-25,508,"[1, 57, 62, 79]",59.9974
486,2022-08-25,509,"[47, 80]",59.9974
487,2022-08-25,510,"[77, 5, 74]",59.9974
488,2022-08-25,511,"[61, 29, 67, 70, 56]",59.9974
489,2022-08-25,513,"[72, 70, 60, 52]",59.9974
490,2022-08-25,514,"[56, 5, 52]",59.9974
491,2022-08-25,515,"[65, 31, 36, 47, 30]",59.9974
492,2022-08-25,516,"[5, 6, 65, 31]",59.9974
493,2022-08-25,517,[27],59.9974
494,2022-08-25,518,"[41, 65, 57, 74, 67]",59.9974
495,2022-08-25,519,"[84, 40]",59.9974
